[info] | 2021-10-17T08:16:37.460Z - activate - Git extension activated successfully  
[info] | 2021-10-21T16:05:52.310Z - addAndRefreshDataToStorage - called successfully - {"dataToAdd":{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-2835","status":"The branch is up to date.","id":1634095730352,"project_name":"agents-dashboard"},"refresh":true,"refreshApplicationData":{"last_refreshed_on":"Sun Aug 15 2021 17:30:46 GMT+0530 (India Standard Time)","current_branch_details":{},"status_details":[{"id":"merging","name":"Merging","is_deletable":false,"is_mergable":false,"currently_is_checked":false},{"id":"merge_conflicts","name":"Merge Conflicts","is_deletable":true,"is_mergable":false,"currently_is_checked":false},{"id":"ready_to_merge","name":"Ready to Merge","is_deletable":true,"is_mergable":true,"currently_is_checked":false},{"id":"up_to_date","name":"Up to Date","is_deletable":true,"is_mergable":false,"currently_is_checked":false}],"branch_data":{"agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]},"frontend-client-config":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"refactor/ISA2-3233","status":"The branch is up to date."}]},"ischoolconnect-b2c-site":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3321","status":"The branch is up to date.","id":1634201600664}]},"isc-partner-website":{"merging":[],"merge_conflicts":[],"ready_to_merge":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/11ty","status":"The source branch is 9\n commits behind the target branch","id":1634095594355}],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3223","status":"The branch is up to date.","id":1634095594416}]},"access-control-lists":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]},"backup_agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]}},"projectsDetailList":["agents-dashboard","frontend-client-config","ischoolconnect-b2c-site","isc-partner-website","access-control-lists","backup_agents-dashboard"],"currentWorkspaceProjects":["agents-dashboard"]}} 
[info] | 2021-10-21T16:05:52.311Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-21T16:05:52.312Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git rev-list --right-only --count origin/feature/ISA2-2835...origin/develop" 
[info] | 2021-10-21T16:05:52.330Z - addAndRefreshDataToStorage - found while finding number of commits - {"stdout":"4\n","projectDetailsTemp":{"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0}} 
[command] | 2021-10-21T16:05:52.331Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git checkout develop && git pull && git checkout feature/ISA2-2835 && git pull && git add . && git merge develop --no-edit --no-verify" 
[error] | 2021-10-21T16:06:08.175Z - addAndRefreshDataToStorage - error found while calculating number of commits - {"killed":false,"code":1,"signal":null,"cmd":"cd /Users/adityatoke/Documents/projects/agents-dashboard && git checkout develop && git pull && git checkout feature/ISA2-2835 && git pull && git add . && git merge develop --no-edit --no-verify","stdout":"Your branch is up to date with 'origin/develop'.\nUpdating 40d0b98b8..ce40d0ab7\nFast-forward\n .../agent-dashboard/src/app/models/layout-objects.model.ts    |  8 --------\n .../dashboard/modules/settings/settings-routing.module.ts     | 11 -----------\n .../app/modules/dashboard/modules/settings/settings.module.ts |  6 ++----\n projects/ng-core/models/src/layout-objects.model.ts           |  8 --------\n .../impersonation-banner/impersonation-banner.component.scss  |  3 ++-\n 5 files changed, 4 insertions(+), 32 deletions(-)\nYour branch is up to date with 'origin/feature/ISA2-2835'.\n","stderr":"Switched to branch 'develop'\nFrom https://gitlab.ischoolconnect.com/white-labelled-solutions/agents-dashboard\n   40d0b98b8..ce40d0ab7  develop           -> origin/develop\n   ba7aec60b..d91e3eb30  bugfix-ISA2-3304  -> origin/bugfix-ISA2-3304\n   52eae6b0d..820f0298a  feature-ISA2-2819-better-password-verification -> origin/feature-ISA2-2819-better-password-verification\n   cef5fdaeb..ae0aa27e5  feature-ISA2-3258-rich-text-for-school-profile-about -> origin/feature-ISA2-3258-rich-text-for-school-profile-about\n   5ebc23d18..ff50b10c6  feature/ISA2-2866 -> origin/feature/ISA2-2866\nSwitched to branch 'feature/ISA2-2835'\nYour configuration specifies to merge with the ref 'refs/heads/feature/ISA2-2835'\nfrom the remote, but no such ref was fetched.\n"} 
[info] | 2021-10-21T16:06:08.177Z - addAndRefreshDataToStorage - either of branch is not present - {"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-2835","status":"The branch is up to date.","id":1634095730352,"project_name":"agents-dashboard"} 
[info] | 2021-10-21T16:06:08.177Z - addAndRefreshDataToStorage - called successfully - {"dataToAdd":{"is_checked":false,"parent_branch":"develop","child_branch":"feature-one-edu-changes","status":"The branch is up to date.","id":1634095751823,"project_name":"agents-dashboard"},"refresh":true,"refreshApplicationData":{"last_refreshed_on":"Sun Aug 15 2021 17:30:46 GMT+0530 (India Standard Time)","current_branch_details":{},"status_details":[{"id":"merging","name":"Merging","is_deletable":false,"is_mergable":false,"currently_is_checked":false},{"id":"merge_conflicts","name":"Merge Conflicts","is_deletable":true,"is_mergable":false,"currently_is_checked":false},{"id":"ready_to_merge","name":"Ready to Merge","is_deletable":true,"is_mergable":true,"currently_is_checked":false},{"id":"up_to_date","name":"Up to Date","is_deletable":true,"is_mergable":false,"currently_is_checked":false}],"branch_data":{"agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]},"frontend-client-config":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"refactor/ISA2-3233","status":"The branch is up to date."}]},"ischoolconnect-b2c-site":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3321","status":"The branch is up to date.","id":1634201600664}]},"isc-partner-website":{"merging":[],"merge_conflicts":[],"ready_to_merge":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/11ty","status":"The source branch is 9\n commits behind the target branch","id":1634095594355}],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3223","status":"The branch is up to date.","id":1634095594416}]},"access-control-lists":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]},"backup_agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]}},"projectsDetailList":["agents-dashboard","frontend-client-config","ischoolconnect-b2c-site","isc-partner-website","access-control-lists","backup_agents-dashboard"],"currentWorkspaceProjects":["agents-dashboard"]}} 
[info] | 2021-10-21T16:06:08.179Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-21T16:06:08.179Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git rev-list --right-only --count origin/feature-one-edu-changes...origin/develop" 
[info] | 2021-10-21T16:06:08.206Z - addAndRefreshDataToStorage - found while finding number of commits - {"stdout":"46\n","projectDetailsTemp":{"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0}} 
[command] | 2021-10-21T16:06:08.206Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git checkout develop && git pull && git checkout feature-one-edu-changes && git pull && git add . && git merge develop --no-edit --no-verify" 
[info] | 2021-10-21T16:06:16.592Z - addAndRefreshDataToStorage - normal merge with commits behind - "46\n" 
[info] | 2021-10-21T16:06:16.592Z - addAndRefreshDataToStorage - data pushing to project - {"is_checked":false,"parent_branch":"develop","child_branch":"feature-one-edu-changes","status":"The source branch is 46\n commits behind the target branch","id":1634832376592} 
[info] | 2021-10-21T16:06:16.595Z - addAndRefreshDataToStorage - called successfully - {"dataToAdd":{"is_checked":false,"parent_branch":"feature-one-edu-changes","child_branch":"support-student-profile-as-common-module","status":"The branch is up to date.","id":1634095785483,"project_name":"agents-dashboard"},"refresh":true,"refreshApplicationData":{"last_refreshed_on":"Sun Aug 15 2021 17:30:46 GMT+0530 (India Standard Time)","current_branch_details":{},"status_details":[{"id":"merging","name":"Merging","is_deletable":false,"is_mergable":false,"currently_is_checked":false},{"id":"merge_conflicts","name":"Merge Conflicts","is_deletable":true,"is_mergable":false,"currently_is_checked":false},{"id":"ready_to_merge","name":"Ready to Merge","is_deletable":true,"is_mergable":true,"currently_is_checked":false},{"id":"up_to_date","name":"Up to Date","is_deletable":true,"is_mergable":false,"currently_is_checked":false}],"branch_data":{"agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature-one-edu-changes","status":"The source branch is 46\n commits behind the target branch","id":1634832376592}],"up_to_date":[]},"frontend-client-config":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"refactor/ISA2-3233","status":"The branch is up to date."}]},"ischoolconnect-b2c-site":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3321","status":"The branch is up to date.","id":1634201600664}]},"isc-partner-website":{"merging":[],"merge_conflicts":[],"ready_to_merge":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/11ty","status":"The source branch is 9\n commits behind the target branch","id":1634095594355}],"up_to_date":[{"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3223","status":"The branch is up to date.","id":1634095594416}]},"access-control-lists":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]},"backup_agents-dashboard":{"merging":[],"merge_conflicts":[],"ready_to_merge":[],"up_to_date":[]}},"projectsDetailList":["agents-dashboard","frontend-client-config","ischoolconnect-b2c-site","isc-partner-website","access-control-lists","backup_agents-dashboard"],"currentWorkspaceProjects":["agents-dashboard"]}} 
[info] | 2021-10-21T16:06:16.595Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-21T16:06:16.597Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git rev-list --right-only --count origin/support-student-profile-as-common-module...origin/feature-one-edu-changes" 
[info] | 2021-10-21T16:06:16.625Z - addAndRefreshDataToStorage - found while finding number of commits - {"stdout":"0\n","projectDetailsTemp":{"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0}} 
[info] | 2021-10-21T16:06:16.626Z - addAndRefreshDataToStorage - setting status to up to date - "0\n" 
[info] | 2021-10-21T16:06:16.626Z - addAndRefreshDataToStorage - data pushing to project - {"is_checked":false,"parent_branch":"feature-one-edu-changes","child_branch":"support-student-profile-as-common-module","status":"The child branch is up to date.","id":1634832376626} 
[info] | 2021-10-21T16:06:16.627Z - updateApplicationData - updated data successfully  
[info] | 2021-10-21T16:06:16.628Z - sendMessage - called successfully - "application_data" 
[info] | 2021-10-21T16:08:48.748Z - receiveMessage - extension message receiver - {"action":"show_logs","data":true} 
[info] | 2021-10-21T16:08:48.750Z - sendLogsToExtension - called successfully  
[info] | 2021-10-21T16:08:48.753Z - sendMessage - called successfully - "logs" 
[info] | 2021-10-22T06:32:01.625Z - activate - Git extension activated successfully  
[info] | 2021-10-22T06:32:01.636Z - receiveMessage - called successfully  
[info] | 2021-10-22T06:32:01.636Z - updateApplicationData - updated data successfully  
[info] | 2021-10-22T06:32:01.638Z - getWebviewContent - called successfully  
[info] | 2021-10-22T06:32:01.675Z - sendMessage - called successfully - "application_data" 
[info] | 2021-10-22T06:32:26.794Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"parent","branch_name":"develop","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:32:26.794Z - verifyBranch - called successfully - {"verifyFor":"parent","branch_name":"develop","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:32:26.797Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:32:26.797Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:32:26.799Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin develop" 
[info] | 2021-10-22T06:32:31.183Z - verifyBranch - output after the branch verification - {"stdout":"ce40d0ab795913318bdf6af7621ca8b64d3b7a96\trefs/heads/develop\n","stderr":""} 
[info] | 2021-10-22T06:32:31.186Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:32:33.377Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"child","branch_name":"feature/ISA2-","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:32:33.380Z - verifyBranch - called successfully - {"verifyFor":"child","branch_name":"feature/ISA2-","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:32:33.381Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:32:33.382Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:32:33.382Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin feature/ISA2-" 
[info] | 2021-10-22T06:32:35.025Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"child","branch_name":"feature/ISA2-28","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:32:35.027Z - verifyBranch - called successfully - {"verifyFor":"child","branch_name":"feature/ISA2-28","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:32:35.029Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:32:35.030Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:32:35.031Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin feature/ISA2-28" 
[info] | 2021-10-22T06:32:35.042Z - verifyBranch - output after the branch verification - {"stdout":"","stderr":""} 
[info] | 2021-10-22T06:32:35.044Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:32:35.804Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"child","branch_name":"feature/ISA2-2866","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:32:35.891Z - verifyBranch - called successfully - {"verifyFor":"child","branch_name":"feature/ISA2-2866","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:32:35.892Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:32:35.894Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:32:35.895Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin feature/ISA2-2866" 
[info] | 2021-10-22T06:32:36.505Z - verifyBranch - output after the branch verification - {"stdout":"","stderr":""} 
[info] | 2021-10-22T06:32:36.505Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:32:37.402Z - verifyBranch - output after the branch verification - {"stdout":"ff50b10c66be60d02463fe3c280e9124ef6fff40\trefs/heads/feature/ISA2-2866\n","stderr":""} 
[info] | 2021-10-22T06:32:37.403Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:32:41.183Z - receiveMessage - extension message receiver - {"action":"is_stash","data":{"currentProject":"agents-dashboard","from":"add"}} 
[info] | 2021-10-22T06:32:41.184Z - changesIsStashed - called successfully - {"data":{"currentProject":"agents-dashboard","from":"add"},"sendReturnResponseToWeb":true} 
[info] | 2021-10-22T06:32:41.186Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-22T06:32:41.187Z - changesIsStashed - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git status" 
[info] | 2021-10-22T06:32:41.305Z - changesIsStashed - sending start add branch action to extension  
[info] | 2021-10-22T06:32:41.305Z - sendMessage - called successfully - "start_adding" 
[info] | 2021-10-22T06:32:41.308Z - receiveMessage - extension message receiver - {"action":"add_data","data":{"project_name":"agents-dashboard","parent_branch":"develop","child_branch":"feature/ISA2-2866","id":1634884321937,"is_is_checked":false,"project_details":false}} 
[info] | 2021-10-22T06:32:58.541Z - addAndRefreshDataToStorage - called successfully - {"dataToAdd":{"project_name":"agents-dashboard","parent_branch":"develop","child_branch":"feature/ISA2-2866","id":1634884321937,"is_is_checked":false,"project_details":false},"refresh":false} 
[info] | 2021-10-22T06:32:58.545Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-22T06:32:58.545Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git rev-list --right-only --count origin/feature/ISA2-2866...origin/develop" 
[info] | 2021-10-22T06:32:58.627Z - addAndRefreshDataToStorage - found while finding number of commits - {"stdout":"9\n","projectDetailsTemp":{"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0}} 
[info] | 2021-10-22T06:32:58.628Z - addAndRefreshDataToStorage - normal merge with commits behind - "9\n" 
[info] | 2021-10-22T06:32:58.630Z - addAndRefreshDataToStorage - data pushing to project - {"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-2866","status":"The source branch is 9\n commits behind the target branch","id":1634884378630} 
[info] | 2021-10-22T06:32:58.630Z - updateApplicationData - updated data successfully  
[info] | 2021-10-22T06:32:58.632Z - sendMessage - called successfully - "application_data" 
[info] | 2021-10-22T06:33:48.180Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"parent","branch_name":"develop","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:33:48.184Z - verifyBranch - called successfully - {"verifyFor":"parent","branch_name":"develop","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:33:48.184Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:33:48.186Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:33:48.186Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin develop" 
[info] | 2021-10-22T06:33:49.897Z - verifyBranch - output after the branch verification - {"stdout":"ce40d0ab795913318bdf6af7621ca8b64d3b7a96\trefs/heads/develop\n","stderr":""} 
[info] | 2021-10-22T06:33:49.897Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:33:52.498Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"child","branch_name":"feature/ISA2-","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:33:52.499Z - verifyBranch - called successfully - {"verifyFor":"child","branch_name":"feature/ISA2-","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:33:52.501Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:33:52.502Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:33:52.503Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin feature/ISA2-" 
[info] | 2021-10-22T06:33:54.229Z - verifyBranch - output after the branch verification - {"stdout":"","stderr":""} 
[info] | 2021-10-22T06:33:54.232Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:33:56.355Z - receiveMessage - extension message receiver - {"action":"verify_branch","data":{"verifyFor":"child","branch_name":"feature/ISA2-3574","project_details":false,"project_name":"agents-dashboard"}} 
[info] | 2021-10-22T06:33:56.357Z - verifyBranch - called successfully - {"verifyFor":"child","branch_name":"feature/ISA2-3574","project_details":false,"project_name":"agents-dashboard"} 
[info] | 2021-10-22T06:33:56.358Z - searchProject - called successfully - "agents-dashboard" 
[info] | 2021-10-22T06:33:56.360Z - verifyBranch - project details info - {"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0} 
[command] | 2021-10-22T06:33:56.360Z - verifyBranch - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git ls-remote origin feature/ISA2-3574" 
[info] | 2021-10-22T06:33:57.877Z - verifyBranch - output after the branch verification - {"stdout":"05f8d37117ac3cd82ca17f52801c3a90a5106abd\trefs/heads/feature/ISA2-3574\n","stderr":""} 
[info] | 2021-10-22T06:33:57.877Z - sendMessage - called successfully - "verify_branch" 
[info] | 2021-10-22T06:34:00.485Z - receiveMessage - extension message receiver - {"action":"is_stash","data":{"currentProject":"agents-dashboard","from":"add"}} 
[info] | 2021-10-22T06:34:00.485Z - changesIsStashed - called successfully - {"data":{"currentProject":"agents-dashboard","from":"add"},"sendReturnResponseToWeb":true} 
[info] | 2021-10-22T06:34:00.488Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-22T06:34:00.488Z - changesIsStashed - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git status" 
[info] | 2021-10-22T06:34:00.608Z - changesIsStashed - sending start add branch action to extension  
[info] | 2021-10-22T06:34:00.608Z - sendMessage - called successfully - "start_adding" 
[info] | 2021-10-22T06:34:00.611Z - receiveMessage - extension message receiver - {"action":"add_data","data":{"project_name":"agents-dashboard","parent_branch":"develop","child_branch":"feature/ISA2-3574","id":1634884378633,"is_is_checked":false,"project_details":false}} 
[info] | 2021-10-22T06:34:00.611Z - addAndRefreshDataToStorage - called successfully - {"dataToAdd":{"project_name":"agents-dashboard","parent_branch":"develop","child_branch":"feature/ISA2-3574","id":1634884378633,"is_is_checked":false,"project_details":false},"refresh":false} 
[info] | 2021-10-22T06:34:00.612Z - searchProject - called successfully - "agents-dashboard" 
[command] | 2021-10-22T06:34:00.612Z - addAndRefreshDataToStorage - command executed is -  - "cd /Users/adityatoke/Documents/projects/agents-dashboard && git rev-list --right-only --count origin/feature/ISA2-3574...origin/develop" 
[info] | 2021-10-22T06:34:00.644Z - addAndRefreshDataToStorage - found while finding number of commits - {"stdout":"9\n","projectDetailsTemp":{"uri":{"$mid":1,"fsPath":"/Users/adityatoke/Documents/projects/agents-dashboard","external":"file:///Users/adityatoke/Documents/projects/agents-dashboard","path":"/Users/adityatoke/Documents/projects/agents-dashboard","scheme":"file"},"name":"agents-dashboard","index":0}} 
[info] | 2021-10-22T06:34:00.644Z - addAndRefreshDataToStorage - normal merge with commits behind - "9\n" 
[info] | 2021-10-22T06:34:00.646Z - addAndRefreshDataToStorage - data pushing to project - {"is_checked":false,"parent_branch":"develop","child_branch":"feature/ISA2-3574","status":"The source branch is 9\n commits behind the target branch","id":1634884440646} 
[info] | 2021-10-22T06:34:00.646Z - updateApplicationData - updated data successfully  
[info] | 2021-10-22T06:34:00.647Z - sendMessage - called successfully - "application_data" 
[info] | 2021-10-22T06:34:35.060Z - activate - Git extension activated successfully  
[info] | 2021-10-22T06:34:41.173Z - receiveMessage - called successfully  
[info] | 2021-10-22T06:34:41.174Z - updateApplicationData - updated data successfully  
[info] | 2021-10-22T06:34:41.177Z - getWebviewContent - called successfully  
